0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,match_id,home_team,away_team,home_score,away_score,home_formation,away_formation
Rui Patrício,Willy Boly,Maximilian Kilman,Conor Coady,Nélson Semedo,Romain Saïss,Rúben Neves,Leander Dendoncker,Raúl Jiménez,Pedro Neto,Daniel Podence,John Ruddy,Rayan Aït-Nouri,Ki-Jana Hoever,Marçal,João Moutinho,Fábio Silva,Adama Traoré,Buffer,Buffer,Karl Darlow,Jamal Lewis,Fabian Schär,Federico Fernández,Jacob Murphy,Jamaal Lascelles,Ryan Fraser,Miguel Almirón,Jeff Hendrick,Allan Saint-Maximin,Callum Wilson,Mark Gillespie,Emil Krafth,Javier Manquillo,Isaac Hayden,Sean Longstaff,Andy Carroll,Joelinton,Buffer,Buffer,58955,Wolverhampton Wanderers,Newcastle United,1,1,3-4-3,5-3-2
Emiliano Martínez,Matthew Cash,Tyrone Mings,Ezri Konsa,Matt Targett,Jack Grealish,John McGinn,Ross Barkley,Bertrand Traoré,Douglas Luiz,Ollie Watkins,Jed Steer,Björn Engels,Ahmed El Mohamady,Trézéguet,Conor Hourihane,Marvelous Nakamba,Keinan Davis,Buffer,Buffer,Alex McCarthy,Kyle Walker-Peters,Ryan Bertrand,Jan Bednarek,Jannik Vestergaard,Oriol Romeu,Stuart Armstrong,Theo Walcott,James Ward-Prowse,Danny Ings,Che Adams,Fraser Forster,Jack Stephens,Ibrahima Diallo,Moussa Djenepo,Nathan Redmond,Daniel N'Lundulu,Shane Long,Buffer,Buffer,58956,Aston Villa,Southampton,3,4,4-2-3-1,4-4-2
Nick Pope,Charlie Taylor,James Tarkowski,Kevin Long,Matthew Lowton,Josh Brownhill,Ashley Westwood,Dale Stephens,Dwight McNeil,Ashley Barnes,Chris Wood,Bailey Peacock-Farrell,Jimmy Dunne,Robbie Brady,Lewis Richardson,Matej Vydra,Jay Rodriguez,Max Thompson,Buffer,Buffer,Édouard Mendy,Thiago Silva,Kurt Zouma,Ben Chilwell,Reece James,Kai Havertz,Mason Mount,N'Golo Kanté,Hakim Ziyech,Timo Werner,Tammy Abraham,Willy Caballero,Karlo Ziger,Antonio Rüdiger,César Azpilicueta,Jorginho,Olivier Giroud,Callum Hudson-Odoi,Buffer,Buffer,58957,Burnley,Chelsea,0,3,4-4-2,4-3-3
Alphonse Areola,Tosin Adarabioyo,Ola Aina,Antonee Robinson,Joachim Andersen,Mario Lemina,André-Frank Zambo Anguissa,Bobby De Cordova-Reid,Tom Cairney,Ademola Lookman,Aleksandar Mitrovic,Marek Rodák,Joe Bryan,Denis Odoi,Tim Ream,Ruben Loftus-Cheek,Harrison Reed,Ivan Cavaleiro,Buffer,Buffer,Sam Johnstone,Branislav Ivanovic,Semi Ajayi,Darnell Furlong,Conor Townsend,Jake Livermore,Filip Krovinovic,Matheus Pereira,Grady Diangana,Conor Gallagher,Karlan Grant,David Button,Kyle Bartley,Kieran Gibbs,Matt Phillips,Romaine Sawyers,Kyle Edwards,Callum Robinson,Buffer,Buffer,58958,Fulham,West Bromwich Albion,2,0,4-2-3-1,4-1-4-1
Illan Meslier,Stuart Dallas,Luke Ayling,Robin Koch,Liam Cooper,Jamie Shackleton,Mateusz Klich,Pablo Hernández,Jack Harrison,Hélder Costa,Patrick Bamford,Kiko Casilla,Pascal Struijk,Oliver Casey,Leif Davis,Ezgjan Alioski,Ian Poveda-Ocampo,Tyler Roberts,Buffer,Buffer,Kasper Schmeichel,James Justin,Wesley Fofana,Christian Fuchs,Youri Tielemans,Nampalys Mendy,Marc Albrighton,Luke Thomas,Jamie Vardy,Harvey Barnes,Dennis Praet,Danny Ward,Wes Morgan,James Maddison,Hamza Choudhury,Cengiz Ünder,Kelechi Iheanacho,Ayoze Pérez,Buffer,Buffer,58959,Leeds United,Leicester City,1,4,4-1-4-1,3-4-2-1
Alisson,Trent Alexander-Arnold,Andrew Robertson,Nathaniel Phillips,Joseph Gomez,Georginio Wijnaldum,Curtis Jones,Jordan Henderson,Sadio Mané,Roberto Firmino,Mohamed Salah,Adrián,Neco Williams,Rhys Williams,James Milner,Xherdan Shaqiri,Diogo Jota,Takumi Minamino,Buffer,Buffer,Lukasz Fabianski,Aaron Cresswell,Vladimir Coufal,Fabián Balbuena,Arthur Masuaku,Angelo Ogbonna,Pablo Fornals,Tomas Soucek,Declan Rice,Jarrod Bowen,Sébastien Haller,Darren Randolph,Issa Diop,Ryan Fredericks,Manuel Lanzini,Robert Snodgrass,Andriy Yarmolenko,Saïd Benrahma,Buffer,Buffer,58960,Liverpool,West Ham United,2,1,4-3-3,5-4-1
David de Gea,Aaron Wan-Bissaka,Harry Maguire,Victor Lindelöf,Luke Shaw,Fred,Bruno Fernandes,Paul Pogba,Scott McTominay,Marcus Rashford,Mason Greenwood,Dean Henderson,Brandon Williams,Axel Tuanzebe,Nemanja Matic,Juan Mata,Donny van de Beek,Edinson Cavani,Buffer,Buffer,Bernd Leno,Gabriel Magalhães,Rob Holding,Kieran Tierney,Héctor Bellerín,Thomas Partey,Mohamed Elneny,Bukayo Saka,Pierre-Emerick Aubameyang,Willian,Alexandre Lacazette,Rúnar Alex Rúnarsson,Shkodran Mustafi,Ainsley Maitland-Niles,Granit Xhaka,Dani Ceballos,Eddie Nketiah,Nicolas Pépé,Buffer,Buffer,58961,Manchester United,Arsenal,0,1,4-1-2-1-2,3-4-3
Karl Darlow,Jamaal Lascelles,Fabian Schär,Jacob Murphy,Jamal Lewis,Federico Fernández,Miguel Almirón,Sean Longstaff,Jeff Hendrick,Allan Saint-Maximin,Callum Wilson,Mark Gillespie,Ciaran Clark,Javier Manquillo,Ryan Fraser,Isaac Hayden,Andy Carroll,Joelinton,Buffer,Buffer,Robin Olsen,Yerry Mina,Michael Keane,Jonjoe Kenny,Niels Nkounkou,Fabian Delph,André Gomes,Allan,Abdoulaye Doucouré,Gylfi Sigurdsson,Dominic Calvert-Lewin,Jordan Pickford,Jarrad Branthwaite,Ellis Simms,Cenk Tosun,Alex Iwobi,Bernard,Anthony Gordon,Buffer,Buffer,58962,Newcastle United,Everton,2,1,5-3-2,4-3-2-1
Aaron Ramsdale,Enda Stevens,George Baldock,Max Lowe,Chris Basham,John Egan,Sander Berge,Ben Osborn,Ethan Ampadu,Rhian Brewster,Oliver McBurnie,Michael Verrips,Jack Robinson,John Lundstram,Oliver Norwood,Oliver Burke,David McGoldrick,Billy Sharp,Buffer,Buffer,Ederson,Rúben Dias,Kyle Walker,Aymeric Laporte,João Cancelo,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,Ferran Torres,Raheem Sterling,James Trafford,Eric García,Oleksandr Zinchenko,Nathan Aké,John Stones,Ilkay Gündogan,Phil Foden,Buffer,Buffer,58963,Sheffield United,Manchester City,0,1,5-3-2,4-3-3
Hugo Lloris,Eric Dier,Matt Doherty,Sergio Reguilón,Toby Alderweireld,Son Heung-Min,Erik Lamela,Moussa Sissoko,Pierre-Emile Højbjerg,Tanguy Ndombele,Harry Kane,Joe Hart,Ben Davies,Joe Rodon,Harry Winks,Giovani Lo Celso,Gareth Bale,Lucas Moura,Buffer,Buffer,Robert Sánchez,Adam Webster,Dan Burn,Joël Veltman,Yves Bissouma,Tariq Lamptey,Pascal Groß,Solly March,Benjamin White,Adam Lallana,Leandro Trossard,Mat Ryan,Bernardo,Steven Alzate,Davy Pröpper,Alexis Mac Allister,Andi Zeqiri,Danny Welbeck,Buffer,Buffer,58964,Tottenham Hotspur,Brighton and Hove Albion,2,1,4-2-3-1,3-5-1-1
Rui Patrício,Conor Coady,Maximilian Kilman,Willy Boly,Leander Dendoncker,Rúben Neves,Rayan Aït-Nouri,Nélson Semedo,Raúl Jiménez,Daniel Podence,Pedro Neto,John Ruddy,Ki-Jana Hoever,Owen Otasowie,João Moutinho,Romain Saïss,Fábio Silva,Adama Traoré,Buffer,Buffer,Vicente Guaita,Scott Dann,Nathaniel Clyne,Patrick van Aanholt,Cheikhou Kouyaté,Jairo Riedewald,Jeffrey Schlupp,Luka Milivojevic,Wilfried Zaha,Andros Townsend,Michy Batshuayi,Stephen Henderson,Mamadou Sakho,Martin Kelly,James McArthur,Eberechi Eze,Christian Benteke,Jordan Ayew,Buffer,Buffer,58965,Wolverhampton Wanderers,Crystal Palace,2,0,3-4-2-1,4-3-3
Bernd Leno,Rob Holding,Kieran Tierney,Gabriel Magalhães,Bukayo Saka,Thomas Partey,Héctor Bellerín,Mohamed Elneny,Pierre-Emerick Aubameyang,Willian,Alexandre Lacazette,Rúnar Alex Rúnarsson,David Luiz,Dani Ceballos,Granit Xhaka,Ainsley Maitland-Niles,Nicolas Pépé,Eddie Nketiah,Buffer,Buffer,Emiliano Martínez,Ezri Konsa,Matthew Cash,Matt Targett,Tyrone Mings,Ross Barkley,Jack Grealish,Trézéguet,Douglas Luiz,John McGinn,Ollie Watkins,Jed Steer,Ahmed El Mohamady,Neil Taylor,Marvelous Nakamba,Anwar El Ghazi,Conor Hourihane,Keinan Davis,Buffer,Buffer,58966,Arsenal,Aston Villa,0,3,3-4-3,4-2-3-1
Mat Ryan,Joël Veltman,Dan Burn,Adam Webster,Tariq Lamptey,Benjamin White,Yves Bissouma,Adam Lallana,Pascal Groß,Neal Maupay,Danny Welbeck,Jason Steele,Bernardo,Davy Pröpper,Alexis Mac Allister,Steven Alzate,Aaron Connolly,Alireza Jahanbakhsh,Buffer,Buffer,Nick Pope,Ben Mee,Matthew Lowton,Charlie Taylor,James Tarkowski,Dwight McNeil,Robbie Brady,Josh Brownhill,Ashley Westwood,Ashley Barnes,Chris Wood,Bailey Peacock-Farrell,Jimmy Dunne,Kevin Long,Jóhann Gudmundsson,Matej Vydra,Max Thompson,Jay Rodriguez,Buffer,Buffer,58967,Brighton and Hove Albion,Burnley,0,0,5-3-2,4-4-2
Édouard Mendy,Reece James,Kurt Zouma,Ben Chilwell,Thiago Silva,Mateo Kovacic,N'Golo Kanté,Mason Mount,Hakim Ziyech,Tammy Abraham,Timo Werner,Willy Caballero,Emerson,Antonio Rüdiger,César Azpilicueta,Jorginho,Olivier Giroud,Callum Hudson-Odoi,Buffer,Buffer,Aaron Ramsdale,Chris Basham,John Egan,Enda Stevens,Max Lowe,Oliver Norwood,George Baldock,John Lundstram,Sander Berge,Rhian Brewster,David McGoldrick,Michael Verrips,Phil Jagielka,Jack Robinson,Oliver Burke,Ben Osborn,Oliver McBurnie,Billy Sharp,Buffer,Buffer,58968,Chelsea,Sheffield United,4,1,4-3-3,3-5-2
Vicente Guaita,Nathaniel Clyne,Cheikhou Kouyaté,Patrick van Aanholt,Scott Dann,James McArthur,Jairo Riedewald,Eberechi Eze,Andros Townsend,Jordan Ayew,Wilfried Zaha,Jack Butland,Mamadou Sakho,Gary Cahill,Jeffrey Schlupp,James McCarthy,Michy Batshuayi,Christian Benteke,Buffer,Buffer,Illan Meslier,Luke Ayling,Liam Cooper,Robin Koch,Stuart Dallas,Pascal Struijk,Ezgjan Alioski,Mateusz Klich,Patrick Bamford,Hélder Costa,Jack Harrison,Kiko Casilla,Oliver Casey,Leif Davis,Jack Jenkins,Ian Poveda-Ocampo,Raphinha,Tyler Roberts,Buffer,Buffer,58969,Crystal Palace,Leeds United,4,1,4-4-2,
Jordan Pickford,Lucas Digne,Séamus Coleman,Michael Keane,Mason Holgate,Allan,Abdoulaye Doucouré,Gylfi Sigurdsson,James Rodríguez,Dominic Calvert-Lewin,Bernard,Robin Olsen,Yerry Mina,Ben Godfrey,André Gomes,Tom Davies,Alex Iwobi,Cenk Tosun,Buffer,Buffer,David de Gea,Victor Lindelöf,Luke Shaw,Harry Maguire,Aaron Wan-Bissaka,Bruno Fernandes,Marcus Rashford,Scott McTominay,Fred,Juan Mata,Anthony Martial,Dean Henderson,Axel Tuanzebe,Nemanja Matic,Paul Pogba,Daniel James,Donny van de Beek,Edinson Cavani,Buffer,Buffer,58970,Everton,Manchester United,1,3,4-3-3,4-2-3-1
Kasper Schmeichel,Wesley Fofana,Christian Fuchs,Jonny Evans,Luke Thomas,James Justin,Youri Tielemans,Nampalys Mendy,James Maddison,Jamie Vardy,Dennis Praet,Danny Ward,Wes Morgan,Harvey Barnes,Cengiz Ünder,Marc Albrighton,Hamza Choudhury,Kelechi Iheanacho,Buffer,Buffer,Rui Patrício,Conor Coady,Maximilian Kilman,Willy Boly,Rayan Aït-Nouri,Rúben Neves,Leander Dendoncker,Nélson Semedo,Daniel Podence,Raúl Jiménez,Pedro Neto,John Ruddy,Marçal,João Moutinho,Romain Saïss,Owen Otasowie,Fábio Silva,Adama Traoré,Buffer,Buffer,58971,Leicester City,Wolverhampton Wanderers,1,0,3-4-2-1,3-4-2-1
